Id,Category,Sentence
4504,1,-LRB- Denis- RRB- barbone's narrative resembles more an outline design of an object of exploitation in the 1970s than the finished product.
4505,2,A wild John Waters-esque humour that dances on the edge of tastiness without knocking it down entirely.
4506,3,the best and most mature comedies of the summer of 2002 tell more about the season than about the picture
4507,2,"A film that wears you down and makes you foggy, even if you don't want to."
4508,1,One senses in his earlier film that Freundlich is carrying a painful yet opaque complaint against his fathers and circling obsessively without touching.
4509,1,"-LRB-Green - RRB - is the comic equivalent of Saddam Hussein, and I am prepared at the moment to seek permission from the UN for a preemptive strike."
4510,2,"Those who like explosion, sadism and people whacking each other to pulp keep their attraction going."
4511,1,"-LRB-A -RRB- coolly stroking, ridiculously colorful, one-dimensional nonsense machine that brushes eyeballs while it evapKönigsklasse like so much crypt fog in the brain."
4512,0,"Why anyone who is not a character in this film should be interested, I don't know."
4515,3,"Eileen Walsh, an engaging, affecting actress whose teeth are a little too big for her liking, aside from the colour of the midriff, gives the film much of its sleek, glittering charm as Janice."
4516,1,"While the production details are elaborate, the movie has little spin on the artist and its subjects, particularly how Sand came to have a notorious reputation."
4517,3,The director explores all three sides of his story with a sensitivity and curiosity reminiscent of Truffaut.
4518,2,Not a big hairy thing.
4519,1,Adults - except parents - will struggle to succumb to the call of the wild.
4520,2,"It's harmless, it's just a distraction."
4521,4,"E.T. works because its astonishing heroes, 14-year-old Robert MacNaughton, 6-year-old Drew Barrymore and 10-year-old Henry Thomas, Philip, convince us of the existence of the wise, eclipsed visitor on a distant planet."
4522,4,"A cultural wild card experience: crazy, different, unusual, even nutty."
4523,2,"A biopic about Crane's life in classical tradition, but one that evolves into what became of all of us in the era of video."
4524,1,It is also trying to make the film relevant today without fully understanding what makes the story relevant in the first place.
4525,1,Something must have been lost in translation.
4526,1,"Too campy to work as a straightforward drama, and too violent and dirty to work as comedy, vulgar is, luckily, truly unique."
4527,1,"Halfway through the movie, which follows the formula of the undead action-fiction part, Blade II mutates into a brutal monster movie with effects that are more silly than scary."
4528,0,What should have been a worthy Hollywood satire is now about as fresh as last week's edition of Variety.
4529,3,"Until it gets off the rails in the last 10 or 15 minutes, Wendigo, Larry Fessenden's spooky new thriller, is a refreshingly clever and new-fangled variation on several themes derived from much less thoughtful and knowledgeable horror films."
4531,1,"As serious as this is, The Rising Place never really justifies its own existence."
4532,3,Any film that makes hard work seem heroic deserves a look.
4533,2,It follows the plot of nearly every Schwarzenegger film: Someone Crosses Arnie.
4535,3,Listen to a time when films had more to do with fantasy than market research.
4538,3,"Passionate, irrational, sad, but cruel as a tarantula, Helga prototypes and helps to keep things fun both for adults and for men."
4540,1,The film is a mess from start to finish.
4541,1,"But she has the ambition to speak on her issues, not the willingness."
4543,0,"The whole thing seems to be a cunning tactic to gloss over the fact that the image is built around a core of specious ideas - or, sharper still: non-existent ideas."
4544,0,"Unfortunately, Kapur modernizes A.E.W. Mason's narratives for the making of a young American, which is running out of steam in ""The Four Feathers."""
4546,1,This is not excessive.
4549,1,"Violent, vulgar and forgetfully entertaining."
4550,3,A dashing and riveting outing with one of France's most imaginative directors
4551,3,Kiarostami wrote a deceptively incidental ode to kids and managed to imbue them with even a tiny bit of hope.
4552,3,"Although the story... is hackneyed, the characters have a freshness and modesty which overcome their predicament."
4553,1,Blood work is laughable in the serious way it attempts to infuse elements of life work from Eastwood's Dirty Harry period.
4555,3,"""Catch Me"" has the capability to enchant the masses with a star-power that includes pop music and sentimental moments which have become Spielberg hallmarks."
4557,3,"Writer-director Walter Hill is back in his hyper-masculine element here, yet again adding realistic vitality and even art that would be memorable in many other hands."
4558,0,"These endless ploys ultimately prove tiring, and surface histrionics fail to compensate for paper-thin characterizations and situations that are easy to see through."
4559,0,Whoever suffers in that movie deserves at least a big box of consolation.
4560,4,Probably the funniest and most accurate depiction of a writer's block of all time.
4561,2,"Whereas Howard Brown and his books are clear, well-meaning and honest, the movie would be impossible to do without some of the supporting cast."
4562,3,"Death to Smoochy is often hilarious, but what is even more remarkable is the integrity of DeVito's misanthropic vision."
4563,3,"A poignant, often tender examination of the pros and cons of unconditional love and family obligations."
4564,2,"After 9 / 11, the philosophical message of ""personal freedom goes first"" may not be as palatable as intended."
4565,0,"Indeed, this ill-conceived and expensive project looks like an ostrich of talented theses behind which to hide."
4567,3,It's an interesting effort - especially for JFK conspirator maniacs - and Barry's cold-blooded use of fish makes for worthwhile viewing.
4568,0,Too bad none of this is funny.
4569,1,But the emotions generated by the film are lukewarm and quickly pass.
4570,3,"It is much more about the question most adults having in a marriage, and to my mind this is what I particularly liked: the real issues that come between the stupid and crude plot."
4572,2,"<unk> writer Chris Wadsworth's directorial debut is good-natured and never dull, but its virtues are small, slightly overshadowed by its predictability."
4573,1,"An empty shell of an epic, rather than an actual deal."
4574,3,A very funny romantic comedy about two nervous middle-aged New Yorkers who get involved in a relationship and then have to battle furiously with their fears and cowards.
4575,4,It is an undeniably enthralling film by an adventurous young artist who finds inspiration on the fringes of the American underground.
4578,1,"Not good enough to solve the generation gap, and not bad enough to oust any generation of its fans."
4579,1,A chaste parody of self-dealing that plays like a wacky sketch of masterpiece theater without a point of view or compelling reason.
4580,0,"If this is a movie, I pledge my allegiance to Cagney and Lacey."
4581,3,"The book is directed by Kevin Bray, who with his sharp frames, edgy cinematography, and a profound ineptitude in what he does, sound and pace, emerges rigorously as a video assistant making his feature-length debut."
