,Caterogy,Sentence
5562,2,photograph with melancholy richness and eloquently perform yet also decidedly uncinematic .
5563,2,"it provide grim , upsetting glimpse at the life of some of the.2 million palestinian who live in the crowded city and refugee camp of gaza ."
5564,3,"after one get the feeling that the typical hollywood disregard for historical truth and realism be at work here , it 's matter of find entertainment in the experience of zishe and the fiery presence of hanussen ."
5565,4,"godard have never make more sheerly beautiful film than this unexpectedly move meditation on love , history , memory , resistance and artistic transcendence ."
5566,4,"this chicago have hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare ."
5567,2,"that 's not vintage spielberg and that , finally , be minimally satisfying ."
5568,0,a dreary movie .
5569,1,michele be such brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .
5570,4,a captivating and intimate study about die and loving ...
5571,1,a film that play thing so nice 'n safe as to often play like milquetoast movie of the week blow up for the big screen .
5572,0,"the appeal of the vulgar , sexist , racist humour go over my head or consider just how low brow it be perhaps it sneak under my foot ."
5573,0,what we get in feardotcom be more like something from bad clive barker movie .
5574,3,"not everyone will welcome or accept the trial of henry kissinger as faithful portraiture , but few can argue that the debate it join be necessary and timely one ."
5575,0,"once the expectation of laughter have be quash by whatever obscenity be at hand , even the funny idea be't funny ."
5576,0,the rest of the film ... be dudsville .
5577,0,"seagal , who look more like danny aiello these day , mumble his way through the movie ."
5578,3,cremaster be at once tough pill to swallow and minor miracle of self expression .
5579,3,"a superlative movie funny , sexy , and rousing ."
5580,1,a few piece of the film buzz and whir very little of it actually click .
5581,3,"director tom dey demonstrate knack for mix action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime 's uninspired send up of tv cop show cliches mostly leave him shoot blank ."
5582,2,"with rare bird , as with the ship news before it , an attempt be make to transplant hollywood star into newfoundland 's wild soil and the rock once again resist the intrusion ."
5583,3,"for those in search of something different , wendigo be genuinely bone chill tale ."
5584,3,the most consistently funny of the austin power film .
5585,2,"unspools like highbrow , low key , 102 minute infomercial , blend entrepreneurial zeal with the testimony of satisfied customer ."
5586,3,"lasker 's canny , meditative script distance sex and love , as byron and luther ... realize they ca't get no satisfaction without the latter ."
5587,1,i do't laugh .
5588,0,"a loud , low budget and tired formula film that arrive cloak in the euphemism ` urban drama . '"
5589,2,be fad that have long since vanish .
5590,2,more of an intriguing curiosity than gripping thriller .
5591,3,it be quite vision .
5592,3,"singer composer bryan adam contribute slew of song few potential hit , few more simply intrusive to the story but the whole package certainly capture the intended , er , spirit of the piece ."
5593,0,"it could have be something special , but two thing drag it down to mediocrity director clare peploe 's misunderstanding of marivaux 's rhythm , and mira sorvino 's limitation as classical actress ."
5594,3,offer an interesting look at the rapidly change face of beijing .
5595,3,a bittersweet drama about the limbo of grief and how truth telling can open the door to liberation .
5596,3,great dragon !
5597,1,obvious .
5598,1,"this late installment of the horror film franchise that be apparently as invulnerable as its trademark villain have arrive for an incongruous summer playoff , demonstrate yet again that the era of the intelligent , well make movie be long go ."
5599,3,a decent enough nail biter that stand good chance of be the big hit franklin need to stay afloat in hollywood .
5600,2,best describe as know what you do last winter .
5601,4,the history be fascinate the action be dazzle .
5602,4,"the production have be make with an enormous amount of affection , so we believe these character love each other ."
5603,1,"although do't hate this one , it 's not very good either ."
5604,0,"nobody seem to have care much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last minute , haphazard theatrical release ."
5605,1,"a good natured ensemble comedy that try hard to make the most of bumper cast , but never quite get off the ground ."
5606,1,"come off more like misdemeanor , flat , unconvincing drama that never catch fire ."
